DWA_ID,IWA_ID,GWA_ID,IWA_Title,GWA_Title
4.A.1.b.3.I01.D16,4.A.1.b.3.I01,4.A.1.b.3,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.3.a.2.I04.D10,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.3.a.2.I12.D05,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.a.1.I05.D08,4.A.3.a.1.I05,4.A.3.a.1,Dispose of waste or debris.,Performing General Physical Activities
4.A.3.a.2.I39.D01,4.A.3.a.2.I39,4.A.3.a.2,Apply materials to fill gaps or imperfections.,Handling and Moving Objects
4.A.3.a.1.I01.D04,4.A.3.a.1.I01,4.A.3.a.1,Prepare mixtures or solutions.,Performing General Physical Activities
4.A.3.a.2.I41.D07,4.A.3.a.2.I41,4.A.3.a.2,Position materials or components for assembly.,Handling and Moving Objects
4.A.3.a.1.I05.D05,4.A.3.a.1.I05,4.A.3.a.1,Dispose of waste or debris.,Performing General Physical Activities
4.A.3.a.2.I33.D09,4.A.3.a.2.I33,4.A.3.a.2,Apply protective solutions or coatings.,Handling and Moving Objects
4.A.3.a.1.I07.D09,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.2.I45.D01,4.A.3.a.2.I45,4.A.3.a.2,Apply decorative finishes.,Handling and Moving Objects
4.A.3.a.2.I15.D06,4.A.3.a.2.I15,4.A.3.a.2,Smooth surfaces of objects or equipment.,Handling and Moving Objects
4.A.3.a.2.I30.D02,4.A.3.a.2.I30,4.A.3.a.2,Drill holes in earth or materials.,Handling and Moving Objects
4.A.3.a.1.I07.D01,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.2.I22.D04,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.3.a.1.I03.D13,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.3.a.2.I12.D07,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.a.2.I01.D13,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I01.D14,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I01.D17,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.1.b.2.I06.D01,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.2.b.1.I10.D07,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
4.A.3.a.2.I01.D08,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I01.D11,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I01.D01,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I39.D04,4.A.3.a.2.I39,4.A.3.a.2,Apply materials to fill gaps or imperfections.,Handling and Moving Objects
4.A.3.a.2.I12.D11,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.a.1.I07.D02,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.2.I12.D09,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.a.1.I07.D10,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.1.I07.D06,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.1.b.2.I06.D17,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.1.I06.D05,4.A.3.a.1.I06,4.A.3.a.1,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities
4.A.2.b.1.I04.D08,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.3.a.2.I12.D06,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.a.1.I07.D03,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.1.I07.D08,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.3.I03.D05,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.2.I01.D15,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.1.I10.D10,4.A.3.a.1.I10,4.A.3.a.1,"Move materials, equipment, or supplies.",Performing General Physical Activities
4.A.3.a.2.I43.D03,4.A.3.a.2.I43,4.A.3.a.2,Install plumbing or piping equipment or systems.,Handling and Moving Objects
4.A.3.a.1.I06.D03,4.A.3.a.1.I06,4.A.3.a.1,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities
4.A.3.b.4.I02.D14,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.1.b.2.I11.D01,4.A.1.b.2.I11,4.A.1.b.2,Test sites or materials for environmental hazards.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.3.I02.D02,4.A.3.a.3.I02,4.A.3.a.3,Operate pumping systems or equipment.,Controlling Machines and Processes
4.A.3.a.1.I04.D01,4.A.3.a.1.I04,4.A.3.a.1,Set up protective structures or coverings near work areas.,Performing General Physical Activities
4.A.3.a.2.I01.D20,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.3.I03.D06,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.3.I03.D07,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.1.I07.D05,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.4.I01.D10,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.3.a.3.I03.D02,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.2.I46.D01,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.2.b.3.I01.D11,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.3.a.2.I22.D05,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.1.b.2.I07.D13,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.2.b.1.I10.D09,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
4.A.3.a.1.I05.D06,4.A.3.a.1.I05,4.A.3.a.1,Dispose of waste or debris.,Performing General Physical Activities
4.A.3.a.2.I12.D01,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.a.2.I01.D02,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.1.I14.D02,4.A.3.a.1.I14,4.A.3.a.1,Climb equipment or structures.,Performing General Physical Activities
4.A.1.b.2.I12.D03,4.A.1.b.2.I12,4.A.1.b.2,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials"
4.A.1.b.2.I07.D08,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.a.2.I34.D05,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.3.a.2.I12.D10,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.b.4.I01.D03,4.A.3.b.4.I01,4.A.3.b.4,Maintain facilities or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I22.D11,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.1.b.2.I07.D12,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.a.2.I43.D01,4.A.3.a.2.I43,4.A.3.a.2,Install plumbing or piping equipment or systems.,Handling and Moving Objects
4.A.3.b.4.I06.D05,4.A.3.b.4.I06,4.A.3.b.4,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I19.D06,4.A.3.a.2.I19,4.A.3.a.2,Disassemble equipment.,Handling and Moving Objects
4.A.3.b.4.I06.D03,4.A.3.b.4.I06,4.A.3.b.4,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I16.D02,4.A.3.a.2.I16,4.A.3.a.2,Install energy or heating equipment.,Handling and Moving Objects
4.A.2.b.1.I04.D02,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.3.a.3.I03.D04,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.1.I10.D11,4.A.3.a.1.I10,4.A.3.a.1,"Move materials, equipment, or supplies.",Performing General Physical Activities
4.A.2.b.1.I03.D01,4.A.2.b.1.I03,4.A.2.b.1,Authorize business activities or transactions.,Making Decisions and Solving Problems
4.A.3.a.3.I03.D08,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.b.4.I02.D08,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.1.a.2.I02.D04,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.a.2.I20.D02,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.3.a.3.I03.D01,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.2.I38.D04,4.A.3.a.2.I38,4.A.3.a.2,Collect environmental or biological samples.,Handling and Moving Objects
4.A.3.a.2.I13.D03,4.A.3.a.2.I13,4.A.3.a.2,Prepare industrial materials for processing or use.,Handling and Moving Objects
4.A.3.b.4.I02.D10,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.1.b.2.I07.D07,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.4.a.2.I10.D01,4.A.4.a.2.I10,4.A.4.a.2,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.4.I08.D06,4.A.3.b.4.I08,4.A.3.b.4,Maintain vehicles in working condition.,Repairing and Maintaining Mechanical Equipment
4.A.4.a.2.I03.D19,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.1.I07.D04,4.A.3.a.1.I07,4.A.3.a.1,Perform general construction or extraction activities.,Performing General Physical Activities
4.A.3.a.2.I30.D01,4.A.3.a.2.I30,4.A.3.a.2,Drill holes in earth or materials.,Handling and Moving Objects
4.A.2.b.2.I14.D02,4.A.2.b.2.I14,4.A.2.b.2,Design industrial systems or equipment.,Thinking Creatively
4.A.3.a.2.I13.D01,4.A.3.a.2.I13,4.A.3.a.2,Prepare industrial materials for processing or use.,Handling and Moving Objects
4.A.3.a.3.I03.D03,4.A.3.a.3.I03,4.A.3.a.3,Operate construction or excavation equipment.,Controlling Machines and Processes
4.A.3.a.1.I05.D09,4.A.3.a.1.I05,4.A.3.a.1,Dispose of waste or debris.,Performing General Physical Activities
4.A.3.a.2.I22.D10,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.3.a.1.I03.D14,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.3.a.4.I01.D13,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.3.a.2.I34.D09,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.1.b.3.I01.D14,4.A.1.b.3.I01,4.A.1.b.3,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.1.a.2.I02.D12,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.a.2.I03.D16,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.b.2.I10.D10,4.A.1.b.2.I10,4.A.1.b.2,Inspect characteristics or conditions of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.1.b.2.I07.D03,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.1.b.3.I02.D07,4.A.1.b.3.I02,4.A.1.b.3,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.3.a.2.I35.D05,4.A.3.a.2.I35,4.A.3.a.2,"Join parts using soldering, welding, or brazing techniques.",Handling and Moving Objects
4.A.1.b.2.I06.D15,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.3.b.1.I03.D03,4.A.3.b.1.I03,4.A.3.b.1,"Set up computer systems, networks, or other information systems.",Working with Computers
4.A.4.a.2.I13.D04,4.A.4.a.2.I13,4.A.4.a.2,Confer with clients to determine needs or order specifications.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.4.I01.D05,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.4.b.3.I05.D07,4.A.4.b.3.I05,4.A.4.b.3,Train others to use equipment or products.,Training and Teaching Others
4.A.1.b.2.I12.D05,4.A.1.b.2.I12,4.A.1.b.2,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.2.I41.D01,4.A.3.a.2.I41,4.A.3.a.2,Position materials or components for assembly.,Handling and Moving Objects
4.A.1.b.2.I12.D09,4.A.1.b.2.I12,4.A.1.b.2,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials"
4.A.3.b.4.I02.D07,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.1.a.1.I02.D05,4.A.1.a.1.I02,4.A.1.a.1,Read documents or materials to inform work processes.,Getting Information
4.A.3.a.2.I34.D04,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.3.a.2.I34.D07,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.3.a.2.I04.D09,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.1.b.2.I07.D05,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.b.4.I03.D04,4.A.3.b.4.I03,4.A.3.b.4,Repair electrical or electronic equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I04.D14,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.1.a.1.I02.D13,4.A.1.a.1.I02,4.A.1.a.1,Read documents or materials to inform work processes.,Getting Information
4.A.1.b.2.I12.D01,4.A.1.b.2.I12,4.A.1.b.2,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.1.I10.D06,4.A.3.a.1.I10,4.A.3.a.1,"Move materials, equipment, or supplies.",Performing General Physical Activities
4.A.3.a.2.I20.D03,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.3.a.2.I22.D06,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.3.a.2.I35.D03,4.A.3.a.2.I35,4.A.3.a.2,"Join parts using soldering, welding, or brazing techniques.",Handling and Moving Objects
4.A.3.b.4.I03.D01,4.A.3.b.4.I03,4.A.3.b.4,Repair electrical or electronic equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I09.D11,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.3.a.2.I34.D02,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.4.a.2.I04.D06,4.A.4.a.2.I04,4.A.4.a.2,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.4.I08.D05,4.A.3.b.4.I08,4.A.3.b.4,Maintain vehicles in working condition.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I33.D02,4.A.3.a.2.I33,4.A.3.a.2,Apply protective solutions or coatings.,Handling and Moving Objects
4.A.4.b.6.I05.D06,4.A.4.b.6.I05,4.A.4.b.6,Advise others on business or operational matters.,Providing Consultation and Advice to Others
4.A.3.a.2.I04.D08,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.3.a.2.I41.D06,4.A.3.a.2.I41,4.A.3.a.2,Position materials or components for assembly.,Handling and Moving Objects
4.A.1.b.2.I12.D06,4.A.1.b.2.I12,4.A.1.b.2,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials"
4.A.3.b.4.I07.D01,4.A.3.b.4.I07,4.A.3.b.4,Repair vehicle components.,Repairing and Maintaining Mechanical Equipment
4.A.3.b.4.I07.D05,4.A.3.b.4.I07,4.A.3.b.4,Repair vehicle components.,Repairing and Maintaining Mechanical Equipment
4.A.1.b.2.I07.D20,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.4.a.2.I03.D12,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.2.I35.D04,4.A.3.a.2.I35,4.A.3.a.2,"Join parts using soldering, welding, or brazing techniques.",Handling and Moving Objects
4.A.3.a.2.I15.D03,4.A.3.a.2.I15,4.A.3.a.2,Smooth surfaces of objects or equipment.,Handling and Moving Objects
4.A.3.a.2.I12.D03,4.A.3.a.2.I12,4.A.3.a.2,Cut materials.,Handling and Moving Objects
4.A.3.b.4.I02.D19,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I39.D02,4.A.3.a.2.I39,4.A.3.a.2,Apply materials to fill gaps or imperfections.,Handling and Moving Objects
4.A.3.a.2.I15.D02,4.A.3.a.2.I15,4.A.3.a.2,Smooth surfaces of objects or equipment.,Handling and Moving Objects
4.A.3.a.2.I30.D03,4.A.3.a.2.I30,4.A.3.a.2,Drill holes in earth or materials.,Handling and Moving Objects
4.A.3.a.2.I16.D03,4.A.3.a.2.I16,4.A.3.a.2,Install energy or heating equipment.,Handling and Moving Objects
4.A.1.b.2.I07.D06,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.b.6.I09.D06,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.3.a.2.I04.D07,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.3.a.2.I19.D01,4.A.3.a.2.I19,4.A.3.a.2,Disassemble equipment.,Handling and Moving Objects
4.A.3.a.2.I43.D02,4.A.3.a.2.I43,4.A.3.a.2,Install plumbing or piping equipment or systems.,Handling and Moving Objects
4.A.3.a.3.I06.D07,4.A.3.a.3.I06,4.A.3.a.3,Operate industrial processing or production equipment.,Controlling Machines and Processes
4.A.1.a.2.I01.D06,4.A.1.a.2.I01,4.A.1.a.2,Monitor equipment operation.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.a.1.I01.D01,4.A.3.a.1.I01,4.A.3.a.1,Prepare mixtures or solutions.,Performing General Physical Activities
4.A.3.a.2.I06.D03,4.A.3.a.2.I06,4.A.3.a.2,Position workpieces or materials on equipment.,Handling and Moving Objects
4.A.3.a.2.I09.D15,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.3.a.2.I13.D05,4.A.3.a.2.I13,4.A.3.a.2,Prepare industrial materials for processing or use.,Handling and Moving Objects
4.A.3.b.4.I07.D02,4.A.3.b.4.I07,4.A.3.b.4,Repair vehicle components.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.1.I08.D05,4.A.3.a.1.I08,4.A.3.a.1,"Clean workpieces, finished products, or other objects.",Performing General Physical Activities
4.A.3.b.4.I07.D04,4.A.3.b.4.I07,4.A.3.b.4,Repair vehicle components.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.4.I01.D07,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.1.b.2.I04.D03,4.A.1.b.2.I04,4.A.1.b.2,Inspect vehicles.,"Inspecting Equipment, Structures, or Materials"
4.A.3.b.6.I08.D13,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.3.b.4.I01.D06,4.A.3.b.4.I01,4.A.3.b.4,Maintain facilities or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.b.4.I08.D01,4.A.3.b.4.I08,4.A.3.b.4,Maintain vehicles in working condition.,Repairing and Maintaining Mechanical Equipment
4.A.1.b.2.I07.D10,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.b.4.I07.D03,4.A.3.b.4.I07,4.A.3.b.4,Repair vehicle components.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I19.D07,4.A.3.a.2.I19,4.A.3.a.2,Disassemble equipment.,Handling and Moving Objects
4.A.3.a.2.I15.D01,4.A.3.a.2.I15,4.A.3.a.2,Smooth surfaces of objects or equipment.,Handling and Moving Objects
4.A.3.b.4.I01.D05,4.A.3.b.4.I01,4.A.3.b.4,Maintain facilities or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I01.D19,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I04.D01,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.3.a.2.I34.D03,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.3.a.2.I33.D04,4.A.3.a.2.I33,4.A.3.a.2,Apply protective solutions or coatings.,Handling and Moving Objects
4.A.3.a.2.I01.D04,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I01.D07,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I20.D06,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.3.a.2.I16.D01,4.A.3.a.2.I16,4.A.3.a.2,Install energy or heating equipment.,Handling and Moving Objects
4.A.3.a.2.I20.D07,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.3.a.2.I22.D08,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.3.a.2.I22.D09,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.3.a.1.I06.D04,4.A.3.a.1.I06,4.A.3.a.1,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities
4.A.2.b.1.I08.D13,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.3.a.2.I15.D04,4.A.3.a.2.I15,4.A.3.a.2,Smooth surfaces of objects or equipment.,Handling and Moving Objects
4.A.3.b.4.I06.D02,4.A.3.b.4.I06,4.A.3.b.4,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I46.D03,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.3.b.4.I06.D04,4.A.3.b.4.I06,4.A.3.b.4,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I46.D05,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.3.a.2.I19.D08,4.A.3.a.2.I19,4.A.3.a.2,Disassemble equipment.,Handling and Moving Objects
4.A.3.a.2.I01.D21,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.4.b.3.I05.D01,4.A.4.b.3.I05,4.A.4.b.3,Train others to use equipment or products.,Training and Teaching Others
4.A.1.a.1.I02.D06,4.A.1.a.1.I02,4.A.1.a.1,Read documents or materials to inform work processes.,Getting Information
4.A.1.b.2.I07.D15,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.4.a.2.I04.D01,4.A.4.a.2.I04,4.A.4.a.2,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.b.1.I04.D01,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.3.a.2.I36.D08,4.A.3.a.2.I36,4.A.3.a.2,Assemble products or work aids.,Handling and Moving Objects
4.A.3.a.2.I41.D04,4.A.3.a.2.I41,4.A.3.a.2,Position materials or components for assembly.,Handling and Moving Objects
4.A.3.a.2.I46.D08,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.3.a.2.I01.D12,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.3.a.2.I41.D08,4.A.3.a.2.I41,4.A.3.a.2,Position materials or components for assembly.,Handling and Moving Objects
4.A.1.b.2.I06.D18,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.3.b.4.I02.D12,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.3.I06.D12,4.A.3.a.3.I06,4.A.3.a.3,Operate industrial processing or production equipment.,Controlling Machines and Processes
4.A.3.a.3.I12.D02,4.A.3.a.3.I12,4.A.3.a.3,Operate cutting or grinding equipment.,Controlling Machines and Processes
